Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S28018100055,09/22/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28210,Bombay Sapphire East,12,750,$13.50,$20.25,2,$40.50,1.50,0.40
S18778600043,05/05/2014,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,"3221 SE 14TH ST
DES MOINES 50315
(41.553941, -93.596756)",77,Polk,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,$5.78,$8.67,12,$104.04,9.00,2.38
S03980400034,02/08/2012,2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,"1989 PARK ST
SHELDON 51201
(43.186038, -95.831721)",71,O'Brien,1012100,CANADIAN WHISKIES,260,Diageo Americas,11366,Crown Royal Special Reserve,12,750,$24.30,$36.44,3,$109.32,2.25,0.59
S20828800013,08/25/2014,4972,Quillins Quality Foods Monona,808 S MAIN ST,MONONA,52159,"808 S MAIN ST
MONONA 52159
(43.044875, -91.389805)",22,Clayton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,$12.05,$18.08,2,$36.16,1.50,0.40
S19348900006,06/04/2014,4182,Fareway Stores #008 / Dyersville,1207  12TH AVE SE,DYERSVILLE,52040,"1207 12TH AVE SE
DYERSVILLE 52040
(42.475277, -91.11191)",31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.84,$11.76,12,$141.12,21.00,5.55
S20253700012,07/22/2014,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,$6.52,$9.78,24,$234.72,9.00,2.38
S16675200017,01/07/2014,4311,Fareway Stores #508 / Fort Dodge,1231  1ST AVE S,FORT DODGE,50501,"1231 1ST AVE S
FORT DODGE 50501
(42.505112, -94.181826)",94,Webster,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,$8.67,$13.01,5,$65.05,3.75,0.99
S15428100066,10/30/2013,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)",37,Greene,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$5.00,$7.50,1,$7.50,0.38,0.10
S12192000041,05/14/2013,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,"3200 MANAWA DR
COUNCIL BLUFFS 51503
",78,Pottawattamie,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,$5.77,$8.66,12,$103.92,9.00,2.38
S25042400112,04/14/2015,5133,Don's Food Center,"102, ALBANY AVE NE",ORANGE CITY,51041,"102, ALBANY AVE NE
ORANGE CITY 51041
(43.00638, -96.056723)",84,Sioux,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,$10.49,$15.74,12,$188.88,9.00,2.38
S24196600001,02/24/2015,4899,Graettinger Market,"124, W ROBINS ST",GRAETTINGER,51342,"124, W ROBINS ST
GRAETTINGER 51342
(43.237664, -94.750936)",74,Palo Alto,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,6,$64.80,10.50,2.77
S07929400010,09/25/2012,4318,Fareway Stores #841 / Red Oak,811 BROADWAY,RED OAK,51566,"811 BROADWAY
RED OAK 51566
(41.012235, -95.232712)",69,Montgomery,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,$6.75,$10.12,3,$30.36,2.25,0.59
S14667700042,09/19/2013,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,"2715 SOUTH 25TH ST
CLINTON 52732
(41.818874, -90.245005)",23,Clinton,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,$6.49,$9.74,6,$58.44,10.50,2.77
S18557900037,04/22/2014,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,"1101 ARMY POST RD
DES MOINES 50315
(41.526509, -93.628356)",77,Polk,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,$11.50,$17.25,2,$34.50,1.00,0.26
S20480800009,08/05/2014,4538,K & S Grocery,402 NORTH MAIN ST,CLARKSVILLE,50619,"402 NORTH MAIN ST
CLARKSVILLE 50619
(42.787434, -92.667833)",12,Butler,1022100,TEQUILA,421,"Sazerac Co., Inc.",88767,Tortilla White Tequila,12,1000,$6.64,$9.96,12,$119.52,12.00,3.17
S28015900070,09/21/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1012300,IRISH WHISKIES,395,Proximo,15777,Bushmills Irish Whiskey,12,1000,$16.25,$24.38,2,$48.76,2.00,0.53
S07455500074,08/30/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37356,Phillips Vodka Ez Pack,12,750,$3.48,$5.23,12,$62.76,9.00,2.38
S24707800003,03/25/2015,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1012210,SINGLE MALT SCOTCH,65,Jim Beam Brands,5446,Laphroaig 10 Yr Single Malt Scotch,12,750,$26.24,$39.36,1,$39.36,0.75,0.20
S04196400096,02/21/2012,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)",31,Dubuque,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,$13.89,$20.84,2,$41.68,3.50,0.92
S06963100024,08/07/2012,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,"2715 SOUTH 25TH ST
CLINTON 52732
(41.818874, -90.245005)",23,Clinton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75210,Kinky Liqueur,6,750,$10.00,$15.00,12,$180.00,9.00,2.38
S16224200131,12/11/2013,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82,Scott,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,$6.88,$10.82,4,$43.28,3.00,0.79
S26450500040,06/29/2015,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,"1604 BENT
BEDFORD 50833
(40.676171, -94.725578)",87,Taylor,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,$3.38,$5.07,1,$5.07,0.75,0.20
S24497500063,03/12/2015,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517607, -92.455802)",07,Black Hawk,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45887,Sailor Jerry Spiced Navy Rum,12,1000,$11.78,$17.67,12,$212.04,12.00,3.17
S23569700019,01/20/2015,4891,Schottsy's Liquor,109 5th ST,SIBLEY,51249,"109 5th ST
SIBLEY 51249
(43.403935, -95.759951)",72,Osceola,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.09,$27.14,6,$162.84,4.50,1.19
S13020800008,06/26/2013,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,"405 S MADISON
OTTUMWA 52501
(40.999098, -92.410459)",90,Wapello,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,$15.00,$22.49,24,$539.76,24.00,6.34
S10972500009,03/07/2013,4594,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,"901 SW 63rd ST
DES MOINES 50312
(41.569715, -93.703165)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,$6.60,$9.90,2,$19.80,0.60,0.16
S27849800035,09/14/2015,4857,Westland Fast Break,1108 W AGENCY RD,WEST BURLINGTON,52655,"1108 W AGENCY RD
WEST BURLINGTON 52655
(40.811817, -91.169516)",29,Des Moines,1031200,VODKA FLAVORED,380,Phillips Beverage Company,40390,UV Candy Bar Mini,6,500,$4.89,$7.34,1,$7.34,0.50,0.13
S21936900010,10/22/2014,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,"1203 5 ST
SIOUX CITY 51101
(42.495322, -96.394855)",97,Woodbury,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,$14.75,$22.13,6,$132.78,10.50,2.77
S15893000028,11/22/2013,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",07,Black Hawk,1031080,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,$4.75,$7.13,4,$28.52,1.50,0.40
S28612300046,10/22/2015,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27783,Jim Beam Apple,12,750,$10.49,$15.74,12,$188.88,9.00,2.38
S25534500012,05/12/2015,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,"1101 73RD STREET
WINDSOR HEIGHTS 50311
(41.599172, -93.718027)",77,Polk,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.62,$11.43,12,$137.16,12.00,3.17
S12303800002,05/21/2013,3847,Logan Ave Convenience Store,735 LOGAN AVE,WATERLOO,50703,"735 LOGAN AVE
WATERLOO 50703
(42.510453, -92.337744)",07,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,$2.00,$2.99,48,$143.52,9.60,2.54
S04067900001,02/14/2012,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,"2225 CENTRAL AVE
DUBUQUE 52001
(42.513839, -90.671531)",31,Dubuque,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.32,6,$103.92,10.50,2.77
S26597900067,07/06/2015,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,"1606 W LOCUST ST
DAVENPORT 52804
(41.538254, -90.599037)",82,Scott,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41857,Uv Cherry Red Vodka Mini,6,500,$4.89,$7.34,1,$7.34,0.50,0.13
S18977800006,05/15/2014,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",07,Black Hawk,1062050,BARBADOS RUM,205,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.00,2.38
S10918800007,03/05/2013,4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,"908 7TH AVE
CAMANCHE 52730
(41.78845, -90.257282)",23,Clinton,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,$7.46,$11.19,6,$67.14,10.50,2.77
S26834100056,07/20/2015,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)",29,Des Moines,1022100,TEQUILA,395,Proximo,89194,Jose Cuervo Especial Reposado Flask,24,375,$5.50,$8.25,10,$82.50,3.75,0.99
S18458300006,04/16/2014,4905,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,"319, COURT ST
ROCKWELL CITY 50579
(42.394636, -94.632453)",13,Calhoun,1031080,VODKA 80 PROOF,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,$14.75,$22.12,6,$132.72,10.50,2.77
S19274200084,06/02/2014,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,"2606 AVENUE L
FORT MADISON 52627
(40.626988, -91.343544)",56,Lee,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,$5.30,$8.45,4,$33.80,3.00,0.79
S16288500014,12/16/2013,3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,"1010 E MITCHELL AVE
WATERLOO 50702
(42.476639, -92.343118)",07,Black Hawk,1032080,IMPORTED VODKA,277,Stoli Group,34747,Stolichnaya Premium Vodka 80 Proof (lv),12,1000,$16.80,$25.19,12,$302.28,12.00,3.17
S21688800125,10/09/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1042100,IMPORTED DRY GINS,395,Proximo,28246,Boodles British Gin London Dry,12,750,$11.20,$16.80,3,$50.40,2.25,0.59
S29268400030,11/23/2015,3045,Britt Food Center,8 2ND ST NW,BRITT,50423,"8 2ND ST NW
BRITT 50423
(43.098696, -93.801917)",41,Hancock,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$9.14,$13.71,6,$82.26,10.50,2.77
S15682100046,11/12/2013,2962,Dahl's / Johnston,5440 NW 86TH ST,JOHNSTON,50131,"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)",77,Polk,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12466,Canadian Mist Whisky,12,750,$5.44,$8.15,4,$32.60,3.00,0.79
S25952700069,06/01/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1011100,BLENDED WHISKIES,260,Diageo Americas,25616,Seagrams 7 Crown Pet Flask,12,750,$7.00,$10.50,12,$126.00,9.00,2.38
S07282800084,08/23/2012,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80571,Arrow Peppermint Schnapps Mini,12,500,$4.54,$6.81,1,$6.81,0.50,0.13
S12536100031,05/31/2013,4564,JEFF'S MARKET / DURANT,408 6th AVE,DURANT,52747,"408 6th AVE
DURANT 52747
(41.600607, -90.911744)",16,Cedar,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,$5.23,$7.84,6,$47.04,4.50,1.19
S22943600005,12/15/2014,4373,Kum & Go #74 / West Des Moines,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,"141 S JORDAN CREEK PKWY
WEST DES MOINES 50266
(41.567246, -93.809458)",77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,1750,$10.99,$16.49,6,$98.94,10.50,2.77
S07527800127,09/04/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1031200,VODKA FLAVORED,260,Diageo Americas,41592,Smirnoff Lime Vodka,12,750,$7.96,$11.94,12,$143.28,9.00,2.38
S14650400015,09/18/2013,4676,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,"711 GORDON DR
SIOUX CITY 51101
(42.489817, -96.401114)",97,Woodbury,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,$9.49,$14.24,12,$170.88,4.50,1.19
S10068100058,01/16/2013,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614714, -93.832155)",77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34061,Absolut Ruby Red,12,750,$11.00,$16.49,2,$32.98,1.50,0.40
S20226000015,07/23/2014,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,"2255 JOHN F KENNEDY RD
DUBUQUE 52002
(42.511454, -90.720519)",31,Dubuque,1062310,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,$2.01,$3.02,6,$18.12,1.20,0.32
S05954400023,06/07/2012,4126,Sam's Mainstreet Market / Solon,123 E MAIN ST,SOLON,52333,"123 E MAIN ST
SOLON 52333
(41.8072, -91.494637)",52,Johnson,1022100,TEQUILA,260,Diageo Americas,89175,Don Julio Anejo Tequila,6,750,$31.50,$47.24,6,$283.44,4.50,1.19
S20413900092,07/31/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1042100,IMPORTED DRY GINS,395,Proximo,28246,Boodles British Gin London Dry,12,750,$11.20,$16.80,3,$50.40,2.25,0.59
S21802300127,10/15/2014,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82,Scott,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,$10.99,$16.49,2,$32.98,1.50,0.40
S18740000061,05/01/2014,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,"4000 UNIVERSITY
WATERLOO 50701
(42.505197, -92.403843)",07,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,$10.50,$15.75,12,$189.00,12.00,3.17
S11040100109,03/12/2013,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,"2606 AVENUE L
FORT MADISON 52627
(40.626988, -91.343544)",56,Lee,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42712,Malibu Coconut Rum Mini,12,500,$4.95,$7.43,2,$14.86,1.00,0.26
S27812700031,09/09/2015,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1032200,IMPORTED VODKA - MISC,35,"Bacardi U.S.A., Inc.",34267,Grey Goose Le Citron,6,750,$18.49,$27.74,3,$83.22,2.25,0.59
S13955300010,08/19/2013,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57,Linn,1022100,TEQUILA,434,Luxco-St Louis,87596,El Mayor Blanco,6,750,$10.00,$15.00,12,$180.00,9.00,2.38
S19947000016,07/07/2014,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,$2.96,$4.44,3,$13.32,1.12,0.30
S25318300075,04/28/2015,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30,Dickinson,1012100,CANADIAN WHISKIES,434,Luxco-St Louis,13036,Canadian Reserve Whisky,12,750,$4.26,$6.39,12,$76.68,9.00,2.38
S13468400032,07/22/2013,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,37936,Skol Vodka,12,750,$3.64,$5.45,1,$5.45,0.75,0.20
S03477100033,01/09/2012,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$13.01,$19.51,3,$58.53,2.25,0.59
S26714700062,07/13/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$22.50,$33.75,60,$2025.00,60.00,15.85
S28784500116,11/02/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,"1501 FIRST AVENUE EAST
NEWTON 50208
(41.69916, -93.034293)",50,Jasper,1031080,VODKA 80 PROOF,260,Diageo Americas,37414,Popov Vodka 80 Prf,24,375,$3.00,$4.50,5,$22.50,1.88,0.50
S06988900150,08/07/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53,Jones,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,3,$47.19,2.25,0.59
S14739200020,09/24/2013,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,"306, N MAIN
ALLISON 50602
(42.75288, -92.795129)",12,Butler,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,$2.84,$4.25,4,$17.00,1.50,0.40
S14858700053,09/30/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,64676,Chambord Liqueur Royale De France,12,750,$18.56,$27.84,2,$55.68,1.50,0.40
S06589500068,07/16/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52,Johnson,1022100,TEQUILA,65,Jim Beam Brands,89836,Hornitos Gold,12,750,$13.11,$19.67,2,$39.34,1.50,0.40
S23538400002,01/16/2015,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1011100,BLENDED WHISKIES,260,Diageo Americas,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,$6.17,$9.26,1,$9.26,0.50,0.13
S13344600034,07/15/2013,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,"4151 4TH ST SW
MASON CITY 50401
(43.148239, -93.261648)",17,Cerro Gordo,1031080,VODKA 80 PROOF,260,Diageo Americas,37998,Smirnoff Vodka 80 Prf,6,1750,$14.75,$22.12,12,$265.44,21.00,5.55
S18051900008,03/25/2014,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,"2135 SE DELAWARE AVE
ANKENY 50021
(41.709322, -93.581201)",77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$14.04,$21.05,12,$252.60,9.00,2.38
S10762000011,02/25/2013,4019,Wal-Mart 1506 / Manchester,1220 WEST MAIN,MANCHESTER,52057,"1220 WEST MAIN
MANCHESTER 52057
(42.483834, -91.477212)",28,Delaware,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,12,$486.00,9.00,2.38
S08262100013,10/11/2012,3666,Target Store T-1771 / Cedar Rapids,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,"3400 EDGEWOOD RD SW
CEDAR RAPIDS 52404
(41.944272, -91.716111)",57,Linn,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$7.79,$12.29,6,$73.74,10.50,2.77
S11121300031,03/18/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,$4.87,$7.55,12,$90.60,9.00,2.38
S21049400056,09/04/2014,4969,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)",17,Cerro Gordo,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$28.69,$43.04,6,$258.24,10.50,2.77
S29033400013,11/12/2015,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,"28 E HOWARD
COLFAX 50054
(41.677804, -93.245037)",50,Jasper,1022100,TEQUILA,421,"Sazerac Co., Inc.",88766,Tortilla White Tequila,12,750,$6.20,$9.30,4,$37.20,3.00,0.79
S24016900001,02/12/2015,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,"910 HWY 18 W
CLEAR LAKE 50428
(43.105949, -93.613385)",17,Cerro Gordo,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,$14.75,$22.13,6,$132.78,10.50,2.77
S19957300038,07/07/2014,4939,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,"6401 DOUGLAS AVE STE 1
URBANDALE 50322
(41.629411, -93.705732)",77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,$5.49,$8.24,4,$32.96,0.80,0.21
S05265700199,04/27/2012,4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,"833, 42ND ST
DES MOINES 50312
(41.593431, -93.674384)",77,Polk,1051150,MISCELLANEOUS  BRANDIES,885,"Yahara Bay Distillers, Inc",901167,Williams Pear Brandy,3,750,$19.87,$29.81,3,$89.43,2.25,0.59
